Human-Crew-Behaviour,232
Human-Crew-Technique,199
Human-Hijack-Hijack,1237
Human-Shot-Shot,657
Natural-Bird-Bird,103
Natural-Weather-Storm,272
Natural-Weather-Others,381
Aircraft-Software-Software,167
Aircraft-Hardware-Gear,897
Aircraft-Hardware-Engine,762
